"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3633676";"";"0";"371.52";"0";"4.86";"3k";"CC(C)c1cc(C2CCCN2C(=O)NCC23CC4CC(CC(C4)C2)C3)no1";"IC50";"'='";"247.2";"nM";"6.61";"";"";"UO_0000065";"17.78";"0.33";"1.75";"11.32";"False";"CHEMBL3637430";"Inhibition of recombinant human soluble epoxide hydrolase using CMNPC as substrate by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632545";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3633677";"";"0";"345.49";"0";"4.16";"3l";"CC(C)c1cc(CN(C)C(=O)NCC23CC4CC(CC(C4)C2)C3)on1";"IC50";"'='";"190.6";"nM";"6.72";"";"";"UO_0000065";"19.45";"0.37";"2.56";"11.51";"False";"CHEMBL3637430";"Inhibition of recombinant human soluble epoxide hydrolase using CMNPC as substrate by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632545";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None"
"CHEMBL3617999";"";"0";"686.62";"3";"-0.01";"8";"O=C1c2cc(CO)cc(O)c2C(=O)c2c1ccc([C@]1([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c3cccc(O)c3C(=O)c3c(O)cc(CO)cc31)c2O";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3620672";"Non-competitive inhibition of sEH (unknown origin) using PHOME as substrate assessed as formation of 6-methoxy-2-naphthaldehyde measured during 30 mins by Lineweaver-Burk plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616406";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL576719";"";"0";"278.23";"0";"4.59";"7a";"FC(F)(F)c1ccc(Nc2noc3ccccc23)cc1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"27.32";"0.52";"3.01";"19.97";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL577043";"";"0";"265.32";"0";"3.27";"6h";"c1ccc(CNc2nnc(Cc3ccccc3)o2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL577044";"";"0";"422.33";"1";"7.28";"7hh";"FC(F)(F)c1ccc(Nc2noc3c(-c4cccc(C(F)(F)F)c4)cccc23)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.94";"0.36";"0.72";"21.02";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL576212";"";"0";"393.37";"1";"6.74";"7ii";"FC(F)(F)c1ccc(Nc2noc3c(-c4ccc5[nH]ccc5c4)cccc23)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"20.58";"0.38";"1.36";"15.04";"False";"CHEMBL1044409";"Inhibition of human sEH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL572206";"";"0";"358.75";"0";"4.00";"31";"O=C(NCc1ccccc1Cl)c1ccc(OCCC(F)(F)F)nc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1039071";"Inhibition of soluble EH in human HepG2 cells by cellular assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156061";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307718"
"CHEMBL1672132";"";"0";"335.45";"0";"3.51";"10";"O=C(NC1CCN(c2ccccc2)CC1)N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"2.291";"nM";"8.64";"";"";"UO_0000065";"25.76";"0.47";"5.13";"19.47";"False";"CHEMBL1680920";"Inhibition of human soluble epoxide hydrolase in cell free system";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671815";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None"
"CHEMBL471451";"";"0";"464.63";"1";"5.04";"8-4";"Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)N[C@H](C)c3cccc4ccccc34)CC2)c(C)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL999421";"Inhibition of epoxide hydrolase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153996";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL67041";"";"0";"506.73";"2";"6.04";"36";"CCOC(=O)CCCCCCCCCCCOC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2";"IC90";"'='";"1800.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL677486";"Tested for 90 % inhibitory concentration against human soluble epoxide hydrolase (sEH)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149149";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL458165";"";"0";"413.56";"0";"3.88";"5a";"O=C(Nc1cccc(OCCCN2CCOCC2)c1)NC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"22.00";"0.41";"5.22";"14.48";"False";"CHEMBL1028131";"Inhibition of soluble epoxide hydrolase by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152719";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL470388";"";"0";"433.59";"0";"4.89";"19c";"O=C(NCCc1ccc(OCc2ccccc2)cc1)C(O)CC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"185.0";"nM";"6.73";"";"";"UO_0000065";"15.53";"0.29";"1.84";"11.50";"False";"CHEMBL1028131";"Inhibition of soluble epoxide hydrolase by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152719";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL4062676";"";"0";"269.30";"0";"2.62";"6";"Cc1ccccc1C(=O)NCc1ccc(C(=O)O)cc1";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL4095259";"";"0";"269.30";"0";"2.62";"7";"Cc1cccc(C(=O)NCc2ccc(C(=O)O)cc2)c1";"Inhibition";"'='";"37.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4019417";"Inhibition of recombinant human sEH at 50 uM using PHOME as substrate preincubated for 30 mins followed by substrate addition measured for 30 mins by fluorescence photometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4017509";"1";"Scientific Literature";"J Med Chem";"2017";"None"
"CHEMBL2348404";"";"0";"398.42";"0";"3.16";"3d";"CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)Oc1cccc2oc(=O)[nH]c12";"Inhibition";"'='";"90.82";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2353533";"Inhibition of recombinant human sEH expressed in Escherichia coli assessed as inhibition of substrate PHOME hydrolysis to 6-methoxy-2-naphthaldehyde at 10 ug/ml after 5 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346634";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL567491";"";"0";"404.51";"0";"3.84";"13";"CCOCCn1cc(C(=O)NCCC(c2ccccc2)c2ccccc2)ccc1=O";"IC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"21.22";"0.39";"4.75";"14.23";"False";"CHEMBL1039073";"Inhibition of human soluble EH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156061";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL567283";"";"0";"369.25";"0";"3.12";"12";"CCOCCn1cc(C(=O)NCc2ccc(Cl)cc2Cl)ccc1=O";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"21.11";"0.44";"4.68";"12.92";"False";"CHEMBL1039073";"Inhibition of human soluble EH";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156061";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1087346";"";"0";"454.42";"0";"3.55";"6e, meta isomer";"O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ccc(F)c(C(=O)NCCN2CCOCC2)c1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"17.04";"0.33";"4.19";"9.36";"False";"CHEMBL1103913";"Inhibition of soluble epoxide hydrolase by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL1087450";"";"0";"400.36";"0";"5.00";"5t,para isomer";"O=C(Nc1ccc(C(=O)Nc2cccnc2)cc1)Nc1ccc(C(F)(F)F)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"20.22";"0.38";"3.10";"9.74";"False";"CHEMBL1103913";"Inhibition of soluble epoxide hydrolase by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157924";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL215146";"";"0";"381.56";"0";"4.17";"4d";"O=C(NCC1CCN(Cc2ccccc2)CC1)NC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.24";"0.34";"2.79";"15.68";"False";"CHEMBL912696";"Inhibition of soluble epoxide hydroxylase by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146911";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL216287";"";"0";"291.44";"0";"2.25";"II";"O=C(NCC1CCNCC1)NC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"18.45";"0.35";"3.13";"10.11";"False";"CHEMBL912696";"Inhibition of soluble epoxide hydroxylase by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146911";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL386820";"";"0";"333.52";"0";"3.52";"3c";"CCCCN1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"17.75";"0.34";"2.40";"13.34";"False";"CHEMBL912696";"Inhibition of soluble epoxide hydroxylase by kinetic fluorescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146911";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL1081703";"";"0";"385.51";"1";"5.01";"1h";"CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccccn3)cc2)C1";"IC50";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1100145";"Inhibition of human soluble epoxide hydrolase in HEK293 cells assessed as DHET production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154229";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL1078265";"";"0";"356.90";"0";"4.65";"1j";"CC1(c2ccccc2)CCCN(C(=O)NCCc2ccc(Cl)cc2)C1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"25.22";"0.49";"4.35";"27.83";"False";"CHEMBL1100033";"Inhibition of human soluble epoxide hydrolase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154229";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL2313160";"";"0";"480.59";"0";"4.28";"7-22";"COC(=O)c1ccc2cc(NC(=O)C3CCN(S(=O)(=O)c4ccc(C)cc4C)CC3)ccc2c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"14.48";"0.28";"2.68";"7.50";"False";"CHEMBL2318866";"Inhibition of human sEH assessed as 6-methoxy-2-naphthaldehyde generation preincubated for 10 before addition of cyano(2-methyl-oxynaphthalen-6-yl)methyl trans-(3-phenyloxyran-2-yl) methyl carbonate by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311251";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL564145";"";"0";"412.49";"0";"3.58";"21";"CS(=O)(=O)c1ccc(C(CCNC(=O)c2cccnc2)c2ccc(F)cc2)cc1";"EC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"22.36";"0.43";"5.64";"12.11";"False";"CHEMBL1058193";"Inhibition of human soluble epoxide hydrolase in human HepG cells assessed as conversion of epoxyeicosatienoic acid to dihydroxyeicosatrienoic acid after 30 mins by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153540";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL550589";"";"0";"398.51";"0";"3.50";"12o";"CN(C)c1cccc(NC(=O)Nc2cccc(OCCCN3CCOCC3)c2)c1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"16.61";"0.31";"3.12";"10.02";"False";"CHEMBL1062360";"Inhibition of human soluble epoxide hydrolase by fluorescent endpoint assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL561383";"";"0";"423.44";"0";"4.45";"19i";"O=C(Nc1ccc(OCCCN2CCOCC2)cc1)Nc1ccc(C(F)(F)F)cc1";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"21.48";"0.41";"4.65";"14.48";"False";"CHEMBL1062360";"Inhibition of human soluble epoxide hydrolase by fluorescent endpoint assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL1085745";"";"0";"365.36";"0";"3.68";"3, Table1";"O=C(NCc1ccccc1OC(F)(F)F)N1CCC(c2ccncc2)C1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"22.32";"0.43";"4.47";"14.97";"False";"CHEMBL1118603";"Inhibition of human soluble epoxide hydrolase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155546";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL565028";"";"0";"316.40";"0";"4.63";"6";"O=C(CCC(c1ccccc1)c1ccccc1)Nc1cccnc1";"IC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"23.22";"0.42";"2.72";"17.50";"False";"CHEMBL1058191";"Displacement of rhodamine-labeled probe from human soluble epoxide hydrolase by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153540";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL2313191";"";"0";"451.39";"0";"4.11";"7-8";"Cc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3ccccc3Br)CC2)c(C)c1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"20.43";"0.47";"5.11";"13.87";"False";"CHEMBL2318866";"Inhibition of human sEH assessed as 6-methoxy-2-naphthaldehyde generation preincubated for 10 before addition of cyano(2-methyl-oxynaphthalen-6-yl)methyl trans-(3-phenyloxyran-2-yl) methyl carbonate by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311251";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2313188";"";"0";"392.57";"0";"3.40";"7-5";"Cc1ccc(S(=O)(=O)N2CCC(C(=O)NCC3CCCCC3)CC2)c(C)c1";"IC50";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"20.98";"0.42";"4.84";"12.39";"False";"CHEMBL2318866";"Inhibition of human sEH assessed as 6-methoxy-2-naphthaldehyde generation preincubated for 10 before addition of cyano(2-methyl-oxynaphthalen-6-yl)methyl trans-(3-phenyloxyran-2-yl) methyl carbonate by fluorescence analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311251";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL3617994";"";"0";"418.40";"1";"-0.89";"3";"O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21";"Ki";"'='";"27800.0";"nM";"4.56";"";"";"UO_0000065";"10.89";"0.21";"5.45";"2.71";"False";"CHEMBL3620671";"Mixed-type inhibition of sEH (unknown origin) using PHOME as substrate assessed as formation of 6-methoxy-2-naphthaldehyde measured during 30 mins by Dixon plot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616406";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"None"
"CHEMBL495793";"";"0";"471.56";"0";"4.23";"rac-1d";"Cn1nccc1Nc1ccc2c(c1)C(=O)CC1(CCN(C(=O)N[C@H]3C[C@@H]3c3ccccc3)CC1)O2";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1001510";"Inhibition of human soluble epoxide hydrolase in HEK293 cells assessed as DHET production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137005";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL497828";"";"0";"453.48";"0";"4.11";"2b";"CS(=O)(=O)c1ccc2c(c1)CCC1(CCN(C(=O)c3ccc(C(F)(F)F)cc3)CC1)O2";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1001510";"Inhibition of human soluble epoxide hydrolase in HEK293 cells assessed as DHET production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137005";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307715"
"CHEMBL561522";"";"0";"438.45";"0";"3.87";"14k";"O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cccc(OCCCN2CCOCC2)c1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"16.80";"0.32";"3.50";"12.27";"False";"CHEMBL1062360";"Inhibition of human soluble epoxide hydrolase by fluorescent endpoint assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL245159";"";"0";"413.56";"0";"3.88";"19c";"O=C(Nc1ccc(OCCCN2CCOCC2)cc1)NC12CC3CC(CC(C3)C1)C2";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"21.49";"0.40";"5.01";"14.14";"False";"CHEMBL1062360";"Inhibition of human soluble epoxide hydrolase by fluorescent endpoint assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL549576";"";"0";"412.57";"0";"4.33";"20c";"O=C(CC12CC3CC(CC(C3)C1)C2)Nc1ccc(OCCCN2CCOCC2)cc1";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"21.54";"0.40";"4.56";"17.49";"False";"CHEMBL1062360";"Inhibition of human soluble epoxide hydrolase by fluorescent endpoint assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152369";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL2336736";"";"0";"572.15";"2";"8.03";"4a";"Cc1ccc2nc(-c3ccc(OCC4CCN(C(=O)Nc5ccc(Cl)cc5)CC4)cc3)c(NC3CCCCC3)n2c1";"IC50";"'='";"106.0";"nM";"6.97";"";"";"UO_0000065";"12.19";"0.23";"-1.06";"9.84";"False";"CHEMBL2344666";"Inhibition of human recombinant soluble epoxide hydrolase expressed in Escherichia coli using 3-phenyl-cyano(6-methoxy-2-naphthalenyl)methylester-2-oxiraneacetic acid as substrate after 30 mins by fluorescence-based assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331454";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None"
"CHEMBL1766289";"";"0";"504.66";"1";"4.71";"11a";"CS(=O)(=O)c1ccc(-n2nc(CNC(=O)NC34CC5CC(CC(C5)C3)C4)cc2-c2ccccc2)cc1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"15.06";"0.29";"2.89";"8.17";"False";"CHEMBL1768321";"Inhibition of human recombinant soluble epoxide hydrolase after 10 mins by fluorescent-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765073";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None"
"CHEMBL1766290";"";"0";"466.61";"0";"4.46";"11b";"CS(=O)(=O)c1ccc(-n2nc(CNC(=O)NC3CCCCCC3)cc2-c2ccccc2)cc1";"IC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"18.40";"0.36";"4.13";"9.22";"False";"CHEMBL1768321";"Inhibition of human recombinant soluble epoxide hydrolase after 10 mins by fluorescent-based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL2409";"Epoxide hydratase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765073";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None"
